line_no,classification,requirement_id,note
7060,integrated,R-6752,restricted formulation for R-6752
7061,integrated,R-6752,restricted formulation for R-6752
7062,structural_heading,,code fence delimiter
7064,integrated,R-6777,
7065,integrated,R-6777,continuation of R-6777
7067,structural_heading,,
7069,structural_heading,,code fence delimiter
7070,integrated,R-6783,
7071,integrated,R-6783,stock phrase for R-6783
7072,integrated,R-6783,stock phrase for R-6783
7073,integrated,R-6783,stock phrase for R-6783
7074,integrated,R-6783,stock phrase for R-6783
7075,integrated,R-6783,stock phrase for R-6783
7076,integrated,R-6783,stock phrase for R-6783
7077,integrated,R-6783,stock phrase for R-6783
7078,integrated,R-6783,stock phrase for R-6783
7079,integrated,R-6783,stock phrase for R-6783
7080,integrated,R-6783,stock phrase for R-6783
7081,integrated,R-6783,stock phrase for R-6783
7082,integrated,R-6783,stock phrase for R-6783
7083,integrated,R-6783,stock phrase for R-6783
7084,integrated,R-6783,stock phrase for R-6783
7085,integrated,R-6783,stock phrase for R-6783
7086,structural_heading,,code fence delimiter
7088,integrated,R-6801,
7089,integrated,R-6801,continuation of R-6801
7091,structural_heading,,horizontal rule
7093,structural_heading,,
7095,integrated,R-6808,
7096,integrated,R-6808,continuation of R-6808
7098,structural_heading,,
7100,structural_heading,,code fence delimiter
7101,example_or_comment,,expected command form (D.1); reconcile per R-6808
7102,example_or_comment,,expected command form (D.1); reconcile per R-6808
7103,example_or_comment,,expected command form (D.1); reconcile per R-6808
7104,example_or_comment,,expected command form (D.1); reconcile per R-6808
7105,example_or_comment,,expected command form (D.1); reconcile per R-6808
7106,example_or_comment,,expected command form (D.1); reconcile per R-6808
7107,example_or_comment,,expected command form (D.1); reconcile per R-6808
7108,example_or_comment,,expected command form (D.1); reconcile per R-6808
7109,example_or_comment,,expected command form (D.1); reconcile per R-6808
7110,example_or_comment,,expected command form (D.1); reconcile per R-6808
7111,structural_heading,,code fence delimiter
7113,structural_heading,,
7115,structural_heading,,code fence delimiter
7116,example_or_comment,,expected command form (D.2); reconcile per R-6808
7117,example_or_comment,,expected command form (D.2); reconcile per R-6808
7118,example_or_comment,,expected command form (D.2); reconcile per R-6808
7119,example_or_comment,,expected command form (D.2); reconcile per R-6808
7120,example_or_comment,,expected command form (D.2); reconcile per R-6808
7121,structural_heading,,code fence delimiter
7123,integrated,R-6836,
7124,integrated,R-6836,continuation of R-6836
7125,integrated,R-6836,continuation of R-6836
7126,integrated,R-6836,continuation of R-6836
7127,integrated,R-6836,continuation of R-6836
7129,structural_heading,,
7131,structural_heading,,code fence delimiter
7132,example_or_comment,,expected command form (D.3); reconcile per R-6808
7133,example_or_comment,,expected command form (D.3); reconcile per R-6808
7134,example_or_comment,,expected command form (D.3); reconcile per R-6808
7135,structural_heading,,code fence delimiter
7137,integrated,R-6850,
7138,integrated,R-6850,continuation of R-6850
7139,integrated,R-6850,continuation of R-6850
7141,structural_heading,,
7143,structural_heading,,code fence delimiter
7144,example_or_comment,,expected command form (D.4); reconcile per R-6808
7145,example_or_comment,,expected command form (D.4); reconcile per R-6808
7146,example_or_comment,,expected command form (D.4); reconcile per R-6808
7147,example_or_comment,,expected command form (D.4); reconcile per R-6808
7148,example_or_comment,,expected command form (D.4); reconcile per R-6808
7149,example_or_comment,,expected command form (D.4); reconcile per R-6808
7150,example_or_comment,,expected command form (D.4); reconcile per R-6808
7151,example_or_comment,,expected command form (D.4); reconcile per R-6808
7152,example_or_comment,,expected command form (D.4); reconcile per R-6808
7153,example_or_comment,,expected command form (D.4); reconcile per R-6808
7154,example_or_comment,,expected command form (D.4); reconcile per R-6808
7155,example_or_comment,,expected command form (D.4); reconcile per R-6808
7156,example_or_comment,,expected command form (D.4); reconcile per R-6808
7157,structural_heading,,code fence delimiter
7159,structural_heading,,
7161,structural_heading,,code fence delimiter
7162,example_or_comment,,expected command form (D.5); reconcile per R-6808
7163,example_or_comment,,expected command form (D.5); reconcile per R-6808
7164,example_or_comment,,expected command form (D.5); reconcile per R-6808
7165,example_or_comment,,expected command form (D.5); reconcile per R-6808
7166,example_or_comment,,expected command form (D.5); reconcile per R-6808
7167,example_or_comment,,expected command form (D.5); reconcile per R-6808
7168,example_or_comment,,expected command form (D.5); reconcile per R-6808
7169,structural_heading,,code fence delimiter
7171,integrated,R-6884,
7172,integrated,R-6884,continuation of R-6884
7173,integrated,R-6884,continuation of R-6884
7175,integrated,R-6888,
7176,integrated,R-6888,continuation of R-6888
7177,integrated,R-6888,continuation of R-6888
7179,structural_heading,,
7181,structural_heading,,code fence delimiter
7182,example_or_comment,,expected command form (D.6); reconcile per R-6808
7183,example_or_comment,,expected command form (D.6); reconcile per R-6808
7184,example_or_comment,,expected command form (D.6); reconcile per R-6808
7185,structural_heading,,code fence delimiter
7187,integrated,R-6900,
7188,integrated,R-6900,continuation of R-6900
7189,integrated,R-6900,continuation of R-6900
7190,integrated,R-6900,continuation of R-6900
7191,integrated,R-6900,continuation of R-6900
7192,integrated,R-6900,continuation of R-6900
7193,integrated,R-6900,continuation of R-6900
7194,integrated,R-6900,continuation of R-6900
7195,integrated,R-6900,continuation of R-6900
7196,integrated,R-6900,continuation of R-6900
7197,integrated,R-6900,continuation of R-6900
7199,structural_heading,,code fence delimiter
7200,integrated,R-6900,command spec for R-6900
7201,integrated,R-6900,command spec for R-6900
7202,integrated,R-6900,command spec for R-6900
7203,integrated,R-6900,command spec for R-6900
7204,integrated,R-6900,command spec for R-6900
7205,integrated,R-6900,command spec for R-6900
7206,structural_heading,,code fence delimiter
7208,integrated,R-6921,
7209,integrated,R-6921,continuation of R-6921
7210,integrated,R-6921,continuation of R-6921
7211,integrated,R-6921,continuation of R-6921
7213,structural_heading,,
7215,integrated,R-6928,
7216,integrated,R-6928,continuation of R-6928
7217,integrated,R-6928,continuation of R-6928
7218,integrated,R-6928,continuation of R-6928
7220,structural_heading,,
7222,integrated,R-6935,
7224,structural_heading,,code fence delimiter
7225,integrated,R-6935,audit target for R-6935
7226,integrated,R-6935,audit target for R-6935
7227,integrated,R-6935,audit target for R-6935
7228,integrated,R-6935,audit target for R-6935
7229,integrated,R-6935,audit target for R-6935
7230,integrated,R-6935,audit target for R-6935
7231,integrated,R-6935,audit target for R-6935
7232,integrated,R-6935,audit target for R-6935
7233,integrated,R-6935,audit target for R-6935
7234,integrated,R-6935,audit target for R-6935
7235,integrated,R-6935,audit target for R-6935
7236,structural_heading,,code fence delimiter
7238,integrated,R-6951,
7240,structural_heading,,code fence delimiter
7241,integrated,R-6951,audit target for R-6951
7242,integrated,R-6951,audit target for R-6951
7243,integrated,R-6951,audit target for R-6951
7244,integrated,R-6951,audit target for R-6951
7245,integrated,R-6951,audit target for R-6951
7246,integrated,R-6951,audit target for R-6951
7247,structural_heading,,code fence delimiter
7249,integrated,R-6962,
7250,integrated,R-6962,continuation of R-6962
7251,integrated,R-6962,continuation of R-6962
7252,integrated,R-6962,continuation of R-6962
7253,integrated,R-6962,continuation of R-6962
7254,integrated,R-6962,continuation of R-6962
7256,structural_heading,,
7258,integrated,R-6971,
7260,structural_heading,,code fence delimiter
7261,integrated,R-6971,audit target for R-6971
7262,integrated,R-6971,audit target for R-6971
7263,integrated,R-6971,audit target for R-6971
7264,structural_heading,,code fence delimiter
7266,integrated,R-6979,
7267,integrated,R-6979,continuation of R-6979
7268,integrated,R-6979,continuation of R-6979
7270,integrated,R-6983,
7272,structural_heading,,code fence delimiter
7273,integrated,R-6983,audit target for R-6983
7274,integrated,R-6983,audit target for R-6983
7275,structural_heading,,code fence delimiter
7277,integrated,R-6990,
7278,integrated,R-6990,continuation of R-6990
7280,integrated,R-6993,
7281,integrated,R-6993,continuation of R-6993
7282,integrated,R-6993,continuation of R-6993
7283,integrated,R-6993,continuation of R-6993
7285,integrated,R-6998,
7286,integrated,R-6998,continuation of R-6998
7287,integrated,R-6998,continuation of R-6998
7288,integrated,R-6998,continuation of R-6998
7289,integrated,R-6998,continuation of R-6998
7291,structural_heading,,
7293,integrated,R-7006,
7295,integrated,R-7006,audit target for R-7006
7296,integrated,R-7006,audit target for R-7006
7297,integrated,R-7006,audit target for R-7006
7298,integrated,R-7006,audit target for R-7006
7299,integrated,R-7006,audit target for R-7006
7300,integrated,R-7006,audit target for R-7006
7301,integrated,R-7006,audit target for R-7006
7302,integrated,R-7006,audit target for R-7006
7303,integrated,R-7006,audit target for R-7006
7305,integrated,R-7018,
7306,integrated,R-7018,continuation of R-7018
7308,structural_heading,,
7310,integrated,R-7023,
7312,structural_heading,,code fence delimiter
7313,integrated,R-7023,contract spec for R-7023
7314,integrated,R-7023,contract spec for R-7023
7315,integrated,R-7023,contract spec for R-7023
7316,integrated,R-7023,contract spec for R-7023
7317,integrated,R-7023,contract spec for R-7023
7318,integrated,R-7023,contract spec for R-7023
7319,integrated,R-7023,contract spec for R-7023
7320,structural_heading,,code fence delimiter
7322,integrated,R-7035,
7323,integrated,R-7035,continuation of R-7035
7324,integrated,R-7037,
7325,integrated,R-7037,continuation of R-7037
7327,structural_heading,,
7329,integrated,R-7042,
7331,structural_heading,,code fence delimiter
7332,integrated,R-7042,mapping example for R-7042
7333,integrated,R-7042,mapping example for R-7042
7334,integrated,R-7042,mapping example for R-7042
7335,integrated,R-7042,mapping example for R-7042
7336,integrated,R-7042,mapping example for R-7042
7337,integrated,R-7042,mapping example for R-7042
7338,structural_heading,,code fence delimiter
7340,integrated,R-7053,
7341,integrated,R-7053,continuation of R-7053
7342,integrated,R-7053,continuation of R-7053
7343,integrated,R-7053,continuation of R-7053
7345,structural_heading,,
7347,integrated,R-7060,
7348,integrated,R-7060,continuation of R-7060
7350,structural_heading,,code fence delimiter
7351,integrated,R-7060,audit target for R-7060
7352,integrated,R-7060,audit target for R-7060
7353,integrated,R-7060,audit target for R-7060
7354,integrated,R-7060,audit target for R-7060
7355,integrated,R-7060,audit target for R-7060
7356,integrated,R-7060,audit target for R-7060
7357,integrated,R-7060,audit target for R-7060
7358,integrated,R-7060,audit target for R-7060
7359,integrated,R-7060,audit target for R-7060
7360,integrated,R-7060,audit target for R-7060
7361,integrated,R-7060,audit target for R-7060
7362,integrated,R-7060,audit target for R-7060
7363,structural_heading,,code fence delimiter
7365,integrated,R-7078,
7366,integrated,R-7078,continuation of R-7078
7367,integrated,R-7078,continuation of R-7078
7369,nonoperative,,frozen-profile mechanism facts; context for R-7087
7370,nonoperative,,frozen-profile mechanism facts; context for R-7087
7371,nonoperative,,frozen-profile mechanism facts; context for R-7087
7372,nonoperative,,frozen-profile mechanism facts; context for R-7087
7373,nonoperative,,frozen-profile mechanism facts; context for R-7087
7374,integrated,R-7087,
7375,integrated,R-7087,continuation of R-7087
7376,integrated,R-7087,continuation of R-7087
7377,integrated,R-7087,continuation of R-7087
7378,integrated,R-7087,continuation of R-7087
7379,integrated,R-7087,continuation of R-7087
7381,nonoperative,,introduces legacy aggregate path
7383,structural_heading,,code fence delimiter
7384,example_or_comment,,legacy staging path; superseded for final analysis by R-7100
7385,structural_heading,,code fence delimiter
7387,integrated,R-7100,
7388,integrated,R-7100,continuation of R-7100
7390,structural_heading,,
7392,integrated,R-7105,
7393,integrated,R-7105,continuation of R-7105
7394,integrated,R-7105,continuation of R-7105
7396,structural_heading,,code fence delimiter
7397,integrated,R-7105,legacy alias for R-7105
7398,integrated,R-7105,legacy alias for R-7105
7399,integrated,R-7105,legacy alias for R-7105
7400,integrated,R-7105,legacy alias for R-7105
7401,integrated,R-7105,legacy alias for R-7105
7402,integrated,R-7105,legacy alias for R-7105
7403,integrated,R-7105,legacy alias for R-7105
7404,integrated,R-7105,legacy alias for R-7105
7405,integrated,R-7105,legacy alias for R-7105
7406,integrated,R-7105,legacy alias for R-7105
7407,structural_heading,,code fence delimiter
7409,integrated,R-7122,
7410,integrated,R-7122,continuation of R-7122
7411,integrated,R-7122,continuation of R-7122
7413,structural_heading,,
7415,integrated,R-7128,
7417,structural_heading,,code fence delimiter
7418,integrated,R-7128,legacy companion for R-7128
7419,integrated,R-7128,legacy companion for R-7128
7420,integrated,R-7128,legacy companion for R-7128
7421,integrated,R-7128,legacy companion for R-7128
7422,integrated,R-7128,legacy companion for R-7128
7423,integrated,R-7128,legacy companion for R-7128
7424,integrated,R-7128,legacy companion for R-7128
7425,integrated,R-7128,legacy companion for R-7128
7426,integrated,R-7128,legacy companion for R-7128
7427,integrated,R-7128,legacy companion for R-7128
7428,integrated,R-7128,legacy companion for R-7128
7429,structural_heading,,code fence delimiter
7431,integrated,R-7144,
7432,integrated,R-7144,continuation of R-7144
7433,integrated,R-7144,continuation of R-7144
7435,structural_heading,,
7437,integrated,R-7150,
7438,integrated,R-7150,continuation of R-7150
7439,integrated,R-7150,continuation of R-7150
7440,integrated,R-7150,continuation of R-7150
7441,integrated,R-7150,continuation of R-7150
7442,integrated,R-7150,continuation of R-7150
7444,structural_heading,,code fence delimiter
7445,integrated,R-7150,legacy schema alias for R-7150
7446,integrated,R-7150,legacy schema alias for R-7150
7448,integrated,R-7150,legacy schema alias for R-7150
7449,integrated,R-7150,legacy schema alias for R-7150
7451,integrated,R-7150,legacy schema alias for R-7150
7452,integrated,R-7150,legacy schema alias for R-7150
7454,integrated,R-7150,legacy schema alias for R-7150
7455,integrated,R-7150,legacy schema alias for R-7150
7456,structural_heading,,code fence delimiter
7458,integrated,R-7171,
7460,structural_heading,,code fence delimiter
7461,integrated,R-7171,path pattern for R-7171
7462,integrated,R-7171,path pattern for R-7171
7463,integrated,R-7171,path pattern for R-7171
